accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
X74945.1	4176	1333	177	5.860904	0.697249	Aedes albopictus densovirus 2 DNA	1513199	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Brevihamaparvovirus	Dipteran brevihamaparvovirus 2	Aedes albopictus densovirus 2	Aedes albopictus densovirus 2	ED7XBF.p1839	60788950
Z25771.1	6813	2629	318	6.130572	0.767828	Human astrovirus type 1 genes for capsid protein and nonstructural protein	12456	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1	Human astrovirus 1	ED7XBF.p1839	60788950
AY363727.1	3929	2757	1915	66.59645	8.01793	Tobacco ringspot virus RNA2 segment, complete sequence	12282	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	Tobacco ringspot virus	unclassified Tobacco ringspot virus subspecies/strain	unclassified Tobacco ringspot virus strain	ED7XBF.p1839	60788950
GQ468271.1	2241	1653	264	15.709708	1.93793	Mammalian orthoreovirus 3 isolate MPC/04 mu-NS protein (M3) gene, complete cds	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	ED7XBF.p1839	60788950
GQ468272.1	1368	1327	386	40.004925	4.64169	Mammalian orthoreovirus 3 isolate MPC/04 sigma-1 protein (S1) gene, complete cds	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	ED7XBF.p1839	60788950
JX204739.1	3914	2213	403	14.263815	1.69379	Mammalian orthoreovirus 2 strain TRALAU2004 lambda2 gene, complete cds	538121	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 2	Mammalian orthoreovirus 2	ED7XBF.p1839	60788950
KU048654.1	1062	1062	10797	1546.5702	167.245	Rotavirus A isolate Hu-wt/ITA/RG179/13/2013/G12P8 VP7 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
KY055429.1	2585	2520	114981	6113.647	731.713	Rotavirus A strain RVA/Goat-wt/UGA/BUW-14-085/2014/G6P[1] VP3 (VP3) mRNA, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
GU827409.1	2359	1402	285	16.593029	1.98743	Rotavirus A strain RVA/Cat-wt/ITA/BA222/2005/G3P[9] VP4 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
KU048554.1	2735	2728	58119	2997.7644	349.572	Rotavirus A isolate Hu-wt/ITA/PA525/14/2014/G12P8 VP2 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
U54773.1	1182	817	5938	726.95154	82.6415	Human rotavirus A strain Mc345 NSP5 mRNA, complete cds	10941	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus A	Human rotavirus A	ED7XBF.p1839	60788950
KF371682.1	1062	1036	762	107.95505	11.8034	Human rotavirus A strain RVA/Human-tc/CHN/L148/2004/G3P[8] segment 9, complete sequence	10941	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus A	Human rotavirus A	ED7XBF.p1839	60788950
KT695085.1	2359	1641	6546	319.71753	45.6482	Human rotavirus A strain RVA/Human-tc/USA/DC3695-40-AG/1989/G1P[8] VP4 (VP4) gene, complete cds	10941	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus A	Human rotavirus A	ED7XBF.p1839	60788950
MG181384.1	2359	1333	2690	149.93707	18.7586	Rotavirus A strain RVA/Human-wt/MWI/OP2-520/2002/G1P[8] structural protein 4 (VP4) gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
KJ639017.1	1062	1060	22860	3250.5789	354.101	Rotavirus A isolate RVA/Human/JPN/S13-30/2013/G3P[4] segment 9 VP7 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
KP882187.1	2316	1228	19638	1084.1805	139.487	Rotavirus A strain RVA/Human-wt/BGD/Bang-114/2008/G2P[4] segment 4 VP4 (VP4) gene, partial cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
FJ347124.1	2591	1168	745	16.406391	4.73003	Rotavirus A strain RVA/Guanaco-wt/ARG/Rio_Negro/1998/G8P[1] VP3 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
MG181725.1	2359	2149	73664	4322.791	513.692	Rotavirus A strain RVA/Human-wt/MWI/BID2MT/2014/G1P[8] structural protein 4 (VP4) gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
KJ753404.1	2282	1459	29581	1838.0188	213.242	Rotavirus A strain RVA/Human-wt/ZAF/MRC-DPRU2131/2005/G8P[8] segment 4 putative outer capsid spike protein VP4 (VP4) gene, partial cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
HM348746.1	1226	1050	17161	1559.6543	230.265	Human rotavirus A strain mani-265/07 structural protein VP6 gene, complete cds	10941	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus A	Human rotavirus A	ED7XBF.p1839	60788950
KC442988.1	2333	2005	32178	1955.7068	226.892	UNVERIFIED: Rotavirus A strain RVA/Human-wt/USA/VU05-06-66/2005/G2P[4] segment 4 genomic sequence	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
KM026971.1	681	673	1681	342.371	40.6065	Human rotavirus A strain rs10953-05 VP2 gene, partial cds	10941	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus A	Human rotavirus A	ED7XBF.p1839	60788950
MF184783.1	1014	987	22157	2861.3623	359.458	Rotavirus A strain RVA/Human-wt/USA/CNMC109/2011/G3P[6] segment 8 non-structural protein 2 (NSP2) gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
LC086766.1	1075	1074	18173	2625.8833	278.095	Human rotavirus A NSP3 gene for non-structural protein NSP3, complete cds, strain: RVA/Human-wt/THA/SKT-98/2013/G1P[8]	10941	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus A	Human rotavirus A	ED7XBF.p1839	60788950
HM348727.1	1050	638	3095	320.00778	48.4894	Human rotavirus A strain mani-362/07 nonstructural protein NSP3 gene, complete cds	10941	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus A	Human rotavirus A	ED7XBF.p1839	60788950
KX632343.1	2684	2032	10446	521.05365	64.024	Rotavirus A strain RVA/Human-wt/UGA/MUL-13-157/2013/G1P[8] segment 2, complete sequence	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
KU714448.1	1356	879	1196	103.28441	14.5093	Rotavirus A strain RVA/Human-wt/MWI/MW2-181_A/2000/G1P[8] segment 6, complete sequence	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
MG181590.1	3303	3302	64477	2715.8481	321.123	Rotavirus A strain RVA/Human-wt/MWI/BID1LN/2013/G1P[8] structural protein 1 (VP1) gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	ED7XBF.p1839	60788950
NC_039477.1	7567	1847	290	5.3359847	0.5163	Norovirus GII, complete genome	122929	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII	Norovirus GII	F5P34A.p1839	74228802
NC_039475.1	7556	6994	4484	79.7872	7.99468	Norovirus GII.17, complete genome	552592	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17	Norovirus GII.17	F5P34A.p1839	74228802
NC_039476.1	7536	2381	423	7.6818304	0.756183	Norovirus GII.2 strain Env/CHN/2016/GII.P16-GII.2/BJSMQ, complete genome	490039	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	Norovirus GII.2	F5P34A.p1839	74228802
AM749299.1	33763	9692	846	3.2810817	0.337565	Human adenovirus type 31 complete genome, serotype 31	10529	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	Human adenovirus 31	Human adenovirus 31	F5P34A.p1839	74228802
KX384958.1	35250	1157	128	0.47960114	0.0489191	Human adenovirus B3 strain T382/Ft Jackson South Carolina USA/2002, complete genome	45659	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	Human adenovirus B3	Human adenovirus B3	F5P34A.p1839	74228802
AC_000017.1	36001	2797	274	0.9695406	0.102533	Human adenovirus type 1, complete genome	10533	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 1	Human adenovirus 1	F5P34A.p1839	74228802
AC_000008.1	35938	2315	206	0.75108975	0.077222	Human adenovirus 5, complete genome	28285	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 5	Human adenovirus 5	F5P34A.p1839	74228802
JQ326209.1	35153	13820	2830	10.514927	1.08456	Human adenovirus 19, complete genome	28278	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	Human adenovirus 19	Human adenovirus 19	F5P34A.p1839	74228802
NC_012564.1	5242	5216	1429	35.55361	3.67251	Human bocavirus 3, complete genome	638313	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 1	Human bocavirus 3	Human bocavirus 3	F5P34A.p1839	74228802
NC_012042.1	5196	1261	65	1.1121681	0.168528	Human bocavirus 2c PK isolate PK-5510, complete genome	1511882	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	Human bocavirus 2c PK	Human bocavirus 2c PK	F5P34A.p1839	74228802
NC_045512.2	29903	1337	123	0.5135953	0.0554138	Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome	2697049	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome coronavirus 2	Severe acute respiratory syndrome coronavirus 2	F5P34A.p1839	74228802
KY316160.1	34169	34051	27194	104.84982	10.7218	Human adenovirus 41 isolate SH/2015/D16, complete genome	10524	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus F	Human adenovirus 41	Human adenovirus 41	F5P34A.p1839	74228802
AB008298.1	2359	1441	767	33.105026	4.38021	Human rotavirus 4 VP4 gene, complete cds, strain: 88-104	35336	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G4	Rotavirus G4	F5P34A.p1839	74228802
AB008673.1	613	593	899	220.39308	19.7573	Human rotavirus C mRNA for NSP4, complete cds	10943	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus C	Human rotavirus C	Human rotavirus C	F5P34A.p1839	74228802
AB186897.1	2525	1732	246	13.138105	1.31251	Human picobirnavirus RNA segment 1 genomic RNA, complete sequence	145856	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	Orthopicobirnavirus	Orthopicobirnavirus hominis	Human picobirnavirus	Human picobirnavirus	F5P34A.p1839	74228802
AB308374.1	6673	1453	252	5.1485515	0.508753	Mamastrovirus 1 genomic RNA, complete genome, isolate: V1347	1239565	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	unclassified Mamastrovirus 1 subspecies/strain	unclassified Mamastrovirus 1 strain	F5P34A.p1839	74228802
AB623037.2	7442	1582	133	2.517142	0.240763	Sapovirus Hu/OH08021/2008/JP genomic RNA, complete genome	1003429	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/OH08021/2008/JP	Sapovirus Hu/OH08021/2008/JP	F5P34A.p1839	74228802
AF043303.1	4679	4657	3690	106.34842	10.6243	Adeno-associated virus 2, complete genome	10804	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus A	adeno-associated virus 2	adeno-associated virus 2	F5P34A.p1839	74228802
AF218266.2	3909	3211	988	33.18888	3.40501	Infectious hypodermal and hematopoietic necrosis virus, complete genome	1513224	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Penstyldensovirus	Decapod penstyldensovirus 1	unclassified Decapod penstyldensovirus 1 subspecies/strain	unclassified Decapod penstyldensovirus 1 strain	F5P34A.p1839	74228802
AF260508.1	6759	1844	249	4.5832953	0.4963	Human astrovirus type 8, complete genome	43358	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 8	Human astrovirus 8	F5P34A.p1839	74228802
AF495467.1	5097	4492	1136	29.80271	3.00256	Minute virus of canines non structural protein 1, NP1, virus protein 1, and virus protein 2 genes, complete cds	329639	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 1	Canine minute virus	Canine minute virus	F5P34A.p1839	74228802
AY634314.1	8026	3329	251	4.2479687	0.42131	Solenopsis invicta virus 1, complete genome	294369	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Aparavirus	Solenopsis invicta virus 1	unclassified Solenopsis invicta virus 1 subspecies/strain	unclassified Solenopsis invicta virus 1 strain	F5P34A.p1839	74228802
AY646856.2	7500	7010	2176	39.801224	3.90864	Sapovirus NongKhai-24/Thailand, complete genome	300717	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus NongKhai-24/Thailand	Sapovirus NongKhai-24/Thailand	F5P34A.p1839	74228802
AY720891.1	6723	1865	277	5.319032	0.555065	Human astrovirus type 4 strain Dresden, complete genome	35300	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 4	Human astrovirus 4	F5P34A.p1839	74228802
D14723.1	2363	1680	264	15.5499325	1.50511	Rotavirus sp. FRV64 mRNA for VP4 (VP8 and VP5 region) complete cds	39010	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Feline rotavirus	Feline rotavirus frv-64	Feline rotavirus frv-64	F5P34A.p1839	74228802
DQ125333.1	7437	7253	2897	52.897762	5.24781	Sapovirus Hu/Angelholm/SW278/2004/SE polyprotein mRNA, complete cds; and unknown genes	343513	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/Angelholm/SW278/2004/SE	Sapovirus Hu/Angelholm/SW278/2004/SE	F5P34A.p1839	74228802
EF059918.1	750	731	22950	4433.61	412.239	Human rotavirus G12 strain CAU 195 NSP4 gene, complete cds	215680	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G12	Rotavirus G12	F5P34A.p1839	74228802
EF059920.1	2359	1965	376	22.983704	2.14727	Human rotavirus G12 strain CAU 195 VP4 gene, complete cds	215680	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G12	Rotavirus G12	F5P34A.p1839	74228802
EF059923.1	2359	2359	61588	3614.2068	351.719	Human rotavirus G9 strain CAU 202 VP4 gene, complete cds	42567	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G9	Rotavirus G9	F5P34A.p1839	74228802
EU708890.1	3269	1571	131	5.5197177	0.539863	Human rotavirus Ro1845 VP1 protein (VP1) gene, complete cds	557245	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus Ro1845	Human rotavirus Ro1845	F5P34A.p1839	74228802
EU708899.1	704	367	143	24.66787	2.73647	Human rotavirus Ro1845 NSP4 protein (NSP4) gene, complete cds	557245	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus Ro1845	Human rotavirus Ro1845	F5P34A.p1839	74228802
FJ222451.1	6171	1235	57	1.278193	0.124436	Astrovirus MLB1, complete genome	568715	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Astrovirus MLB1	unclassified Astrovirus MLB1 subspecies/strain	unclassified Astrovirus MLB1 strain	F5P34A.p1839	74228802
FJ361201.1	3267	3254	7386	308.35965	30.457	Rotavirus A strain 116E/AG segment 1 viral protein 1 (VP1) gene, complete cds	638299	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A strain 116E/AG	Rotavirus A strain 116E/AG	F5P34A.p1839	74228802
FJ755405.1	6771	1960	206	3.9447215	0.409866	Human astrovirus 1 Beijing/293/2007/CHN, complete genome	626181	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1 Beijing/293/2007/CHN	Human astrovirus 1 Beijing/293/2007/CHN	F5P34A.p1839	74228802
FJ973560.1	4958	2474	269	6.606905	0.730926	Human bocavirus 2b NI strain HBoV2B-NI-213, complete genome	1511881	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	Human bocavirus 2b NI	Human bocavirus 2b NI	F5P34A.p1839	74228802
FJ973620.1	6586	5830	1130	22.935207	2.31145	Astrovirus VA1, complete genome	645687	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 9	Astrovirus VA1	Astrovirus VA1	F5P34A.p1839	74228802
GQ415660.1	6534	6342	2205	45.34477	4.54629	Mamastrovirus 8 isolate NI-295, complete genome	1239572	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 8	unclassified Mamastrovirus 8 subspecies/strain	unclassified Mamastrovirus 8 strain	F5P34A.p1839	74228802
GU017903.2	7529	1364	142	2.6476488	0.254085	Norovirus Hu/GII.14/8533/Maizuru/2008/JPN, complete genome	683855	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GII.14/8533/Maizuru/2008/JPN	Norovirus Hu/GII.14/8533/Maizuru/2008/JPN	F5P34A.p1839	74228802
GU589581.1	2207	1669	301	19.294117	1.83735	Mammalian orthoreovirus 3 strain Abney segment M2, complete sequence	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	F5P34A.p1839	74228802
GU589584.1	1331	801	175	17.370026	1.77128	Mammalian orthoreovirus 3 strain Abney segment S2, complete sequence	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	F5P34A.p1839	74228802
GU937877.1	3302	2041	166	6.416561	0.677265	Caprine rotavirus A strain GO34 RNA-dependent RNA polymerase (VP1) gene, complete cds	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	F5P34A.p1839	74228802
GU937881.1	1356	1084	392	42.48922	3.89452	Caprine rotavirus A strain GO34 VP6 protein (VP6) gene, complete cds	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	F5P34A.p1839	74228802
HM011556.1	5387	2283	492	12.198014	1.2304	Merkel cell polyomavirus isolate R17b, complete genome	493803	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quintihominis	Merkel cell polyomavirus	Merkel cell polyomavirus	F5P34A.p1839	74228802
J02226.1	5130	4550	1105	28.832731	2.90183	JC virus complete genome	10632	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus secuhominis	JC polyomavirus	JC polyomavirus	F5P34A.p1839	74228802
J02400.1	5243	5143	2391	61.051834	6.14366	Simian virus 40 complete genome	1891767	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus macacae	unclassified Betapolyomavirus macacae subspecies/strain	unclassified Betapolyomavirus macacae strain	F5P34A.p1839	74228802
JN088541.1	8289	2203	272	4.319818	0.442073	Canine kobuvirus US-PC0082, complete genome	1082189	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus A	Canine kobuvirus US-PC0082	Canine kobuvirus US-PC0082	F5P34A.p1839	74228802
JN091707.1	10347	6523	599	7.872021	0.779902	Spodoptera exigua Iflavirus-1, complete genome	1111710	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Spodoptera exigua iflavirus 1	unclassified Spodoptera exigua iflavirus 1 subspecies/strain	unclassified Spodoptera exigua iflavirus 1 strain	F5P34A.p1839	74228802
JN542510.1	7404	1450	325	5.575131	0.59135	Human coxsackievirus A22 strain 438913, complete genome	42783	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus C	Coxsackievirus A22	Coxsackievirus A22	F5P34A.p1839	74228802
JN799423.1	2306	1766	311	19.020409	1.81689	Mammalian orthoreovirus strain 729 segment M1 mu-2 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	F5P34A.p1839	74228802
JN799426.1	3857	2393	395	14.031022	1.37967	Mammalian orthoreovirus strain 729 segment L1 lambda-3 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	F5P34A.p1839	74228802
JN799428.1	3903	2083	192	6.803357	0.66272	Mammalian orthoreovirus strain 729 segment L3 lambda-1 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	F5P34A.p1839	74228802
JN870848.1	9501	1377	71	0.98823655	0.100674	Spodoptera exigua iflavirus 2 isolate Korean, complete genome	1228012	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Spodoptera exigua iflavirus 2	unclassified Spodoptera exigua iflavirus 2 subspecies/strain	unclassified Spodoptera exigua iflavirus 2 strain	F5P34A.p1839	74228802
JQ911594.1	7696	1510	181	3.1879141	0.316841	Norovirus Hu/GI/10360/2010/VNM, complete genome	1175308	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GI/10360/2010/VNM	Norovirus Hu/GI/10360/2010/VNM	F5P34A.p1839	74228802
JX195074.1	3302	2420	4337	171.02602	17.6946	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 1, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	F5P34A.p1839	74228802
JX195075.1	2735	2053	3735	180.9176	18.3976	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 2, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	F5P34A.p1839	74228802
